Model,Brand,Category,SubCategory,Active-Inactive,Remark,Update by,Update date
55P7K,TCL,Television,!n/a,Active,,admin,01/08/2026
GR-RT624WE-PGT(22),Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
GN-B392PQGB,LG,Refrigerator,2 Door,Active,,admin,01/08/2026
GV-B212PGMB,LG,Refrigerator,2 Door,Active,,admin,01/08/2026
GN-B452PFF,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
HES38G,HITACHI,Water heater,WH,Active,,admin,01/08/2026
55Q400M,TCL,Television,QLED,Active,,admin,01/08/2026
HES-38G WH,HITACHI,Water heater,WH,Active,,admin,01/08/2026
GN-B452PGFQ,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
HES48G,HITACHI,Water heater,WH,Active,,admin,01/08/2026
GN-C602HQCM,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
HES-48G WH,HITACHI,Water heater,WH,Active,,admin,01/08/2026
85C6K,TCL,Television,QLED,Active,,admin,01/08/2026
HR1S5141MNGTH,HITACHI,Refrigerator,1 Door,Active,,admin,01/08/2026
85P7L,TCL,Television,!n/a,Active,,admin,01/08/2026
DH105M3,Hisense,Washing machine,Dryer,Active,,admin,01/08/2026
85P8K,TCL,Television,QLED,Active,,admin,01/08/2026
HR1S5188MNPSVTH,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
GN-F392PXAK,LG,Refrigerator,2 Door,Active,,admin,01/08/2026
HRCJ11316MNWTH,HITACHI,Freezer,!n/a,Active,,admin,01/08/2026
GN-F452PQAK,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
HRCJ9200MNETH,HITACHI,Freezer,ตู้แช่ทึบ,Active,,admin,01/08/2026
85Q6N,Hisense,Television,QLED,Active,,admin,01/08/2026
HRSN9552D0XTH,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
GN-X392PMGB,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
HRSN9552DDXTH,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
85QS1000AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
HRSN9713ESUTH,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
GN-Y331CLS,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
HRTN5198,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
GN-Y331CQS,LG,Refrigerator,1 Door,Active,,admin,01/08/2026
32A3100,Hisense,Television,!n/a,Active,,admin,01/08/2026
86QNED80TSA,LG,Television,QLED,Active,,admin,01/08/2026
HRTN5255MFBBKTH,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
86QNED82ASA,LG,Television,QLED,Active,,admin,01/08/2026
HRTN5255MPSVTH,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
43NANO08ASA,LG,Television,UHD,Active,,admin,01/08/2026
EDH902R9SC,Electrolux,Washing machine,Dryer,Active,,admin,01/08/2026
GR-D149SH/MS,Toshiba,Refrigerator,1 Door,Active,,admin,01/08/2026
EDV754H3W,Electrolux,Washing machine,Top Load,Active,,admin,01/08/2026
GR-D187,Toshiba,Refrigerator,1 Door,Active,,admin,01/08/2026
43Nano80ASA,LG,Television,UHD,Active,,admin,01/08/2026
EWF9023P5WC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
WH-34,Sharp,Water heater,WH,Not active,,admin,01/08/2026
WH-HOTHOT,Sharp,Water heater,WH,Not active,,admin,01/08/2026
SONIQ WHITE,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
ES-TW80W,Sharp,Washing machine,Twin Tub,Not active,,admin,01/08/2026
SCF-0465,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
WTLI160S,BEKO,Washing machine,Top Load,Not active,,admin,01/08/2026
MDRC543G01TH,MIDEA,Freezer,!n/a,Not active,,admin,01/08/2026
WCV10759XMST,BEKO,Washing machine,Front Load,Not active,,admin,01/08/2026
SCF-0215,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
55PQT8530,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
WTLI120S,BEKO,Washing machine,Top Load,Not active,,admin,01/08/2026
65PQT8530,Philips (NANO),Television,QLED,Not active,,admin,01/08/2026
SCF-0115,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
AI 350SD,RINNAI,Water heater,WH,Not active,,admin,01/08/2026
SME1100/2D,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
ALL BLACK,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
WCV8612XS0ST,BEKO,Washing machine,Front Load,Not active,,admin,01/08/2026
BCF-100A,MIDEA,Freezer,ตู้แช่ทึบ,Not active,,admin,01/08/2026
ICONIC BLACK 4.5,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
BCF-150A,MIDEA,Freezer,ตู้แช่ทึบ,Not active,,admin,01/08/2026
ME530-B,MEX,Water heater,WH,Not active,,admin,01/08/2026
COCO,MEX,Water heater,WH,Not active,,admin,01/08/2026
SCF-0165,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
COCO S35 (WH),MEX,Water heater,WH,Not active,,admin,01/08/2026
SCF-0615,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
DA8112RX0W,BEKO,Washing machine,Dryer,Not active,,admin,01/08/2026
32PQT6600,Philips (NANO),Television,QLED,Not active,,admin,01/08/2026
DE 35 E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
WCV127P4DW,BEKO,Washing machine,Front Load,Not active,,admin,01/08/2026
ENRICH 3.5,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
WH-B55,Sharp,Water heater,WH,Not active,,admin,01/08/2026
ES-TW150BK,Sharp,Washing machine,Twin Tub,Not active,,admin,01/08/2026
WTLD170D,BEKO,Washing machine,Top Load,Not active,,admin,01/08/2026
MD-RS710FGE30TH,MIDEA,Refrigerator,!n/a,Not active,,admin,01/08/2026
TEKA WINE CELLAR 110 BOTTLES RVF-20110GBK,TEKA,Freezer,!n/a,Not active,,admin,01/08/2026
43PQT6600,Philips (NANO),Television,QLED,Not active,,admin,01/08/2026
BASIC 1 D,MR.CHILL ,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
WH-X HOT6,Sharp,Water heater,WH,Not active,,admin,01/08/2026
BASIC 4 D,MR.CHILL ,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
OEM1805,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
50PQT8530,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
SJ-XP230T-PK,Sharp,Refrigerator,2 Door,Not active,,admin,01/08/2026
BCF150A,MIDEA,Freezer,!n/a,Not active,,admin,01/08/2026
B3RDNT445I10HFSK,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
50PUT7029,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
LISA238CF,THE COOL,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
BCF200A,MIDEA,Freezer,!n/a,Not active,,admin,01/08/2026
MT100W140,MIDEA,Washing machine,Twin Tub,Not active,,admin,01/08/2026
BCF-200A,MIDEA,Freezer,!n/a,Not active,,admin,01/08/2026
RDNT371I40VHFSK,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
BCF-300A,MIDEA,Freezer,!n/a,Not active,,admin,01/08/2026
SJ-D15S-SL,Sharp,Refrigerator,!n/a,Not active,,admin,01/08/2026
BFC100A,MIDEA,Freezer,!n/a,Not active,,admin,01/08/2026
SNB-0335,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
BLACK BASIC 2D,MR.CHILL ,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
VT-18A/ST,VICTOR,Water dispenser,Cold,Not active,,admin,01/08/2026
BLACK BASIC 3D,MR.CHILL ,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
WHITE BASIC 2D,MR.CHILL ,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
BWI35S1N-213,BEKO,Water heater,WH,Not active,,admin,01/08/2026
IONIQ 4.5W,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
BWI35S2N-211,BEKO,Water heater,WH,Not active,,admin,01/08/2026
MA512W150D,MIDEA,Washing machine,Top Load,Not active,,admin,01/08/2026
BWI35S3N-221,BEKO,Water heater,WH,Not active,,admin,01/08/2026
ME317-T,MEX,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
BWI40MNG,BEKO,Water heater,WH,Not active,,admin,01/08/2026
MWH-45MANTH(W)-WS,MIDEA,Water heater,WH,Not active,,admin,01/08/2026
BWI45S1N-213,BEKO,Water heater,WH,Not active,,admin,01/08/2026
RDNT200I50HFK,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
BWI45S2N-211,BEKO,Water heater,WH,Not active,,admin,01/08/2026
RDNT401I50VS,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
BWI45S3N-222,BEKO,Water heater,WH,Not active,,admin,01/08/2026
AQC 35E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
BWI50MNG,BEKO,Water heater,WH,Not active,,admin,01/08/2026
SJ-SBS600P-DK,Sharp,Refrigerator,!n/a,Not active,,admin,01/08/2026
BWI60MNG,BEKO,Water heater,WH,Not active,,admin,01/08/2026
AQC 45E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
CCF142,CHIQ,Freezer,!n/a,Not active,,admin,01/08/2026
SPB-0500,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
CCF199,CHIQ,Freezer,!n/a,Not active,,admin,01/08/2026
TNP WH HALO45G,TECNO,Water heater,WH,Not active,,admin,01/08/2026
CCF99,CHIQ,Freezer,!n/a,Not active,,admin,01/08/2026
VT-279K,VICTOR,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
CENTRI 6R,MEX,Water heater,WH,Not active,,admin,01/08/2026
WH-245M,Sharp,Water heater,WH,Not active,,admin,01/08/2026
CENTRI 6R (MB),MEX,Water heater,WH,Not active,,admin,01/08/2026
WH-MD238GY,Sharp,Water heater,WH,Not active,,admin,01/08/2026
CF146WT,BEKO,Freezer,!n/a,Not active,,admin,01/08/2026
WS45E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
CF201WT,BEKO,Freezer,!n/a,Not active,,admin,01/08/2026
LIGHT150,THE COOL,Freezer,ตู้แช่เบียร,Not active,,admin,01/08/2026
CF316WT,BEKO,Freezer,!n/a,Not active,,admin,01/08/2026
LTV-3202,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
CF380WT,BEKO,Freezer,!n/a,Not active,,admin,01/08/2026
MDRC677GO1TH,MIDEA,Freezer,!n/a,Not active,,admin,01/08/2026
50Q1000,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
MDRT346MTB30,MIDEA,Refrigerator,2 Door,Not active,,admin,01/08/2026
COCO 450 (MLB),MEX,Water heater,WH,Not active,,admin,01/08/2026
ME607-B,MEX,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
COCO 450 (MRB),MEX,Water heater,WH,Not active,,admin,01/08/2026
MWH-38MANTH(W)-WS,MIDEA,Water heater,WH,Not active,,admin,01/08/2026
55PQT8169,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
MWH-55EATH(W),MIDEA,Water heater,WH,Not active,,admin,01/08/2026
COCO S45 (WH),MEX,Water heater,WH,Not active,,admin,01/08/2026
PRIMA4.5W,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
COCO350 (SBB),MEX,Water heater,WH,Not active,,admin,01/08/2026
RDNT252I50HFK,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
COCO350(MRB),MEX,Water heater,WH,Not active,,admin,01/08/2026
RDNT401E40VZHFSGB,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
COCO450(MRB),MEX,Water heater,WH,Not active,,admin,01/08/2026
SB-29S,Sharp,Water heater,WH,Not active,,admin,01/08/2026
COCO450(SBB),MEX,Water heater,WH,Not active,,admin,01/08/2026
SCF-0365,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
COCOS35(MB),MEX,Water heater,WH,Not active,,admin,01/08/2026
SFH-0870,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
COCOS45(MB),MEX,Water heater,WH,Not active,,admin,01/08/2026
SJ-FX57TP-SL,Sharp,Refrigerator,!n/a,Not active,,admin,01/08/2026
CODE 5E,MEX,Water heater,WH,Not active,,admin,01/08/2026
SJ-X410GP-BK,Sharp,Refrigerator,!n/a,Not active,,admin,01/08/2026
CODE35E(CB),MEX,Water heater,WH,Not active,,admin,01/08/2026
SJ-XP330TP-DK,Sharp,Refrigerator,!n/a,Not active,,admin,01/08/2026
CRAVE 35E,MEX,Water heater,WH,Not active,,admin,01/08/2026
SMI-290,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
CRAVE 45E,MEX,Water heater,WH,Not active,,admin,01/08/2026
AQC35E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
CSR46DB,CHIQ,Refrigerator,!n/a,Not active,,admin,01/08/2026
T13500W,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
CSR92DS,CHIQ,Refrigerator,!n/a,Not active,,admin,01/08/2026
TI4500W,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
CTM138LS,CHIQ,Refrigerator,!n/a,Not active,,admin,01/08/2026
TNP WH PURE45W,TECNO,Water heater,WH,Not active,,admin,01/08/2026
CTM200NS,CHIQ,Refrigerator,!n/a,Not active,,admin,01/08/2026
VT-236B,VICTOR,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
CUBE6000R,MEX,Water heater,WH,Not active,,admin,01/08/2026
AQC45E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
DA 4500,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
WCV9649XWST,BEKO,Washing machine,Front Load,Not active,,admin,01/08/2026
DA SLB WHITE 3.5,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
B3RDNT445I40VHFSUBL,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
DA3500W,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
WH-MD135WH,Sharp,Water heater,WH,Not active,,admin,01/08/2026
DA4500W,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
WH-MD245WH,Sharp,Water heater,WH,Not active,,admin,01/08/2026
43AY2026,Xiaomi,Television,!n/a,Not active,,admin,01/08/2026
WS 55E-2,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
DA8112RXOW,BEKO,Washing machine,Dryer,Not active,,admin,01/08/2026
ICONIC WHITE 4.5,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
DA9112RXOW,BEKO,Washing machine,Dryer,Not active,,admin,01/08/2026
IONIQ 5.5W,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
DDH6EC,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
LIGHT300,THE COOL,Freezer,ตู้แช่เบียร,Not active,,admin,01/08/2026
DDH8EC,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
LISA288CF,THE COOL,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
DDP6EC,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
MA200W130,MIDEA,Washing machine,Top Load,Not active,,admin,01/08/2026
DE 35 Black,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
AI 450SD,RINNAI,Water heater,WH,Not active,,admin,01/08/2026
55Q1000 ADR,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
MD-RF550FGF30TH,MIDEA,Refrigerator,!n/a,Not active,,admin,01/08/2026
DE 35E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
MDRT134FGG50TH,MIDEA,Refrigerator,!n/a,Not active,,admin,01/08/2026
DE 45 Black,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
MDRT572EVF30TH,MIDEA,Refrigerator,2 Door,Not active,,admin,01/08/2026
DE 45 E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
ALEX2P PREMIUM-M,THE COOL,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
DE 45E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
MINI 2 D,MR.CHILL ,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
DE35E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
MT100W180,MIDEA,Washing machine,!n/a,Not active,,admin,01/08/2026
DE45E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
MWH-38QTH(W),MIDEA,Water heater,WH,Not active,,admin,01/08/2026
DENKI600MP,RINNAI,Water heater,WH,Not active,,admin,01/08/2026
MWH-45QTH(W),MIDEA,Water heater,WH,Not active,,admin,01/08/2026
DP-522HC,Mazuma,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
OEM-1205,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
DP-639HC,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
POWER4,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
DP-690,Mazuma,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
RCNT415I50VHFK,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
DP-890,Mazuma,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
RDNT231I50K,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
DP-890UV,Mazuma,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
RDNT371I10HFSK,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
DS45EC,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
RDNT371I50S,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
DSK38Q,MIDEA,Water heater,WH,Not active,,admin,01/08/2026
RDNT401I40VK,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
DSK45Q,MIDEA,Water heater,WH,Not active,,admin,01/08/2026
RS4020P,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
DUAL A10,THE COOL,Freezer,ตู้แช่ทึบ,Not active,,admin,01/08/2026
ALEX3PJUMBOPEMIUM-M,THE COOL,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
DUAL A5.3,THE COOL,Freezer,ตู้แช่ทึบ,Not active,,admin,01/08/2026
ALPHA 2 P PREMIUM SWB,THE COOL,Freezer,ตู้แช่ตั้ง,Not active,,admin,01/08/2026
DUAL A7,THE COOL,Freezer,ตู้แช่ทึบ,Not active,,admin,01/08/2026
32PHT5019 DTV,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
DUAL X18,THE COOL,Freezer,ตู้แช่ทึบ,Not active,,admin,01/08/2026
SENTO450S,RINNAI,Water heater,WH,Not active,,admin,01/08/2026
DX4500 EL,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
SJ-C20E-DK,Sharp,Refrigerator,2 Door,Not active,,admin,01/08/2026
ECO350,RINNAI,Water heater,WH,Not active,,admin,01/08/2026
SJ-F15ST-DK,Sharp,Refrigerator,!n/a,Not active,,admin,01/08/2026
43PFT5200,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
SJ-S150XT-SL,Sharp,Refrigerator,1 Door,Not active,,admin,01/08/2026
ENRICH 4.5,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
SJ-X380T-DS,Sharp,Refrigerator,!n/a,Not active,,admin,01/08/2026
ES-FH8BT-W,Sharp,Washing machine,Top Load,Not active,,admin,01/08/2026
SJ-XP230T-DK,Sharp,Refrigerator,!n/a,Not active,,admin,01/08/2026
ES-TW1100BK,Sharp,Washing machine,Twin Tub,Not active,,admin,01/08/2026
SJ-XP300TP,Sharp,Refrigerator,2 Door,Not active,,admin,01/08/2026
ES-TW130BK,Sharp,Washing machine,Twin Tub,Not active,,admin,01/08/2026
SJ-Y24T-DK,Sharp,Refrigerator,2 Door,Not active,,admin,01/08/2026
AI 3500W,RINNAI,Water heater,WH,Not active,,admin,01/08/2026
SMI-1200,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
ES-TW200BL,Sharp,Washing machine,Twin Tub,Not active,,admin,01/08/2026
SMI-800,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
32PHT5019,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
SNQ-0205P,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
ES-W12N-GY,Sharp,Washing machine,Top Load,Not active,,admin,01/08/2026
SPB-0300,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
ES-WJX16-GY,Sharp,Washing machine,Top Load,Not active,,admin,01/08/2026
SSA-0215,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
FCG-151,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
TANK4.5,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
FF-150KE,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
TEKA WINE RV 51C BK,TEKA,Freezer,!n/a,Not active,,admin,01/08/2026
FF-152SB,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
TNP WH HALO38W,TECNO,Water heater,WH,Not active,,admin,01/08/2026
FF-156WG,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
TNP WH PURE38W,TECNO,Water heater,WH,Not active,,admin,01/08/2026
FF-192SB,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
VT-137,VICTOR,Water dispenser,Cold,Not active,,admin,01/08/2026
43PFT52002,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
VT-2335R,VICTOR,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
WTT130W,BEKO,Washing machine,!n/a,Not active,,admin,01/08/2026
VT-2374,VICTOR,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
WS55E-2,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
WCV10614XB0STW,BEKO,Washing machine,Front Load,Not active,,admin,01/08/2026
40Q1000 ADR,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
AQE45E,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
XG48EC,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
WCV9614XBOSTW,BEKO,Washing machine,Front Load,Not active,,admin,01/08/2026
YL1536S,MIDEA,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
WDW1177P1W,BEKO,Washing machine,Wash & Dry,Not active,,admin,01/08/2026
YL1732S-W-ZT,MIDEA,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
32S55 DTV,IFFALCON,Television,!n/a,Not active,,admin,01/08/2026
YL932S,MIDEA,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
40Q1000,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
เครื่องทำน้ำร้อนด้วยแก๊ส LPG-10-5C,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
WH-MD135GY,Sharp,Water heater,WH,Not active,,admin,01/08/2026
FS-220WE,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
WH-MD238 3800W,Sharp,Water heater,WH,Not active,,admin,01/08/2026
FS-240W,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
WH-MD245 4500W,Sharp,Water heater,WH,Not active,,admin,01/08/2026
FS-420B,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
WH-MMD16,Sharp,Water heater,WH,Not active,,admin,01/08/2026
GNO46624HFSK,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
WS 45E-2,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
GNO472E40XPTH,BEKO,Refrigerator,!n/a,Not active,,admin,01/08/2026
WS35E-2,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
ICONIC 5.5 RAIN SHOWER,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
B3T4229W 10KG HP,BEKO,Washing machine,Dryer,Not active,,admin,01/08/2026
AI 4500W,RINNAI,Water heater,WH,Not active,,admin,01/08/2026
WTTA1103WT,BEKO,Washing machine,Twin Tub,Not active,,admin,01/08/2026
XG 48EC,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
FF-200KE,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
WTT180W,BEKO,Washing machine,Twin Tub,Not active,,admin,01/08/2026
FF-215X,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
WTTA1303WT,BEKO,Washing machine,Twin Tub,Not active,,admin,01/08/2026
FF-250KE,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
XG38EC,STIEBEL,Water heater,WH,Not active,,admin,01/08/2026
FF-290IVT,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
YEM-1105I,SANDEN,Freezer,!n/a,Not active,,admin,01/08/2026
FF-355DI,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
YL-1673S-W,MIDEA,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
FR-2DJWV2,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
YL1844S,MIDEA,Water dispenser,Hot/Cold,Not active,,admin,01/08/2026
FR-2DWV2,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
เครื่องทำน้ำร้อน Power 36.0 W,Mazuma,Water heater,WH,Not active,,admin,01/08/2026
FR-3DJWV2,FRESHER,Freezer,!n/a,Not active,,admin,01/08/2026
32NST8800 ADR,Philips (NANO),Television,!n/a,Not active,,admin,01/08/2026
FRESHER WINE CELLAR 180 BOTTLES SW-180B,TEKA,Freezer,!n/a,Not active,,admin,01/08/2026
SC-240BC,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-340BC-V3,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-763BC2,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-2100PCS3-V3,Haier,FZ,Beverage,Active,,admin,01/08/2026
SC-180VC3,Haier,FZ,Beverage,Active,,admin,01/08/2026
HCF-LF108,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-200DP60,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-905M,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-200HM2,Haier,FZ,Chest,Active,,admin,01/08/2026
HCF-478C,Haier,FZ,Chest,Active,,admin,01/08/2026
BD-272,Haier,FZ,Vertical,Active,,admin,01/08/2026
HWD100-BD14756,Haier,WM,FL Wash&Dry,Active,,admin,01/08/2026
HW70-BP10829,Haier,WM,Front Load,Active,,admin,01/08/2026
HW80-BP12929,Haier,WM,Front Load,Active,,admin,01/08/2026
HW100-B14876,Haier,WM,Front Load,Active,,admin,01/08/2026
HW100-BP10HBI,Haier,WM,Front Load,Active,,admin,01/08/2026
HWM100-1826T,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM120-1826T,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM140,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM140-1701RS,Haier,WM,Top Load,Active,,admin,01/08/2026
HWM150-1701RS,Haier,WM,Top Load,Active,,admin,01/08/2026
HTW75OXSY,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HWM-T85N2,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HWM-T130N2,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HWM-T140N2,Haier,WM,Twin Tub,Active,,admin,01/08/2026
HRF-MDM448 KS,Haier,RF,Multi Dr,Active,,admin,01/08/2026
HRF-SBS550 MS,Haier,RF,SBS,Active,,admin,01/08/2026
HRF-SBS600 GBR,Haier,RF,SBS,Active,,admin,01/08/2026
HRF-THM18NS,Haier,RF,2Dr,Active,,admin,01/08/2026
HRF-THM209I,Haier,RF,2Dr,Active,,admin,01/08/2026
